timestamp,tank_id,pH,EC_mS_cm,temp_C,do_mg_L
2025-12-03 18:20:00,TANK_01,6.129,0.965,23.27,7.98
2025-12-03 18:30:00,TANK_01,6.135,0.957,23.26,7.93
2025-12-03 18:40:00,TANK_01,6.13,0.953,23.29,8.06
2025-12-03 18:50:00,TANK_01,6.128,0.957,23.24,7.91
2025-12-03 19:00:00,TANK_01,6.144,0.948,23.49,8.12
2025-12-03 19:10:00,TANK_01,6.144,0.963,23.36,7.9
2025-12-03 19:20:00,TANK_01,6.144,0.957,23.52,7.74
2025-12-03 19:30:00,TANK_01,6.134,0.969,23.5,7.97
2025-12-03 19:40:00,TANK_01,6.151,0.952,23.14,8.15
2025-12-03 19:50:00,TANK_01,6.138,0.952,23.3,7.7
2025-12-03 20:00:00,TANK_01,6.138,0.956,23.4,7.69
2025-12-03 20:10:00,TANK_01,6.141,0.974,23.28,8.03
2025-12-03 20:20:00,TANK_01,6.144,0.955,23.61,7.92
2025-12-03 20:30:00,TANK_01,6.143,0.967,23.48,8.05
2025-12-03 20:40:00,TANK_01,6.169,0.969,23.52,7.86
2025-12-03 20:50:00,TANK_01,6.185,0.956,23.39,7.93
2025-12-03 21:00:00,TANK_01,6.184,0.949,23.54,7.88
2025-12-03 21:10:00,TANK_01,6.163,0.96,23.62,7.84
2025-12-03 21:20:00,TANK_01,6.177,0.954,23.27,7.87
2025-12-03 21:30:00,TANK_01,6.194,0.968,23.44,7.83
2025-12-03 21:40:00,TANK_01,6.202,0.956,23.4,7.88
2025-12-03 21:50:00,TANK_01,6.197,0.951,23.05,7.83
2025-12-03 22:00:00,TANK_01,6.196,0.94,23.36,8.06
2025-12-03 22:10:00,TANK_01,6.181,0.924,23.2,8.16
2025-12-03 22:20:00,TANK_01,6.173,0.929,22.98,7.92
2025-12-03 22:30:00,TANK_01,6.179,0.926,23.19,7.98
2025-12-03 22:40:00,TANK_01,6.179,0.925,23.25,7.95
2025-12-03 22:50:00,TANK_01,6.188,0.922,23.05,7.89
2025-12-03 23:00:00,TANK_01,6.167,0.917,23.0,7.96
2025-12-03 23:10:00,TANK_01,6.173,0.908,22.77,7.9
2025-12-03 23:20:00,TANK_01,6.179,0.899,22.88,7.89
2025-12-03 23:30:00,TANK_01,6.17,0.898,22.95,7.91
2025-12-03 23:40:00,TANK_01,6.156,0.897,22.78,8.0
2025-12-03 23:50:00,TANK_01,6.168,0.879,22.6,8.07
2025-12-04 00:00:00,TANK_01,6.159,0.881,22.64,8.04
2025-12-04 00:10:00,TANK_01,6.183,0.87,22.54,8.13
2025-12-04 00:20:00,TANK_01,6.175,0.87,22.61,8.09
2025-12-04 00:30:00,TANK_01,6.182,0.865,22.41,8.29
2025-12-04 00:40:00,TANK_01,6.186,0.874,22.3,8.1
2025-12-04 00:50:00,TANK_01,6.198,0.873,22.16,8.06
2025-12-04 01:00:00,TANK_01,6.197,0.888,22.3,8.05
2025-12-04 01:10:00,TANK_01,6.196,0.887,21.97,8.18
2025-12-04 01:20:00,TANK_01,6.193,0.885,21.99,8.21
2025-12-04 01:30:00,TANK_01,6.188,0.876,22.25,8.1
2025-12-04 01:40:00,TANK_01,6.175,0.887,22.12,8.06
2025-12-04 01:50:00,TANK_01,6.17,0.885,21.83,8.07
2025-12-04 02:00:00,TANK_01,6.159,0.905,21.74,8.17
2025-12-04 02:10:00,TANK_01,6.167,0.899,21.66,8.13
2025-12-04 02:20:00,TANK_01,6.172,0.9,21.8,8.17
2025-12-04 02:30:00,TANK_01,6.184,0.9,21.53,8.3
2025-12-04 02:40:00,TANK_01,6.188,0.902,21.43,8.26
2025-12-04 02:50:00,TANK_01,6.185,0.908,21.61,8.33
2025-12-04 03:00:00,TANK_01,6.193,0.918,21.53,8.22
2025-12-04 03:10:00,TANK_01,6.181,0.919,21.49,8.14
2025-12-04 03:20:00,TANK_01,6.171,0.918,21.18,8.42
2025-12-04 03:30:00,TANK_01,6.171,0.925,21.21,8.35
2025-12-04 03:40:00,TANK_01,6.159,0.918,20.87,8.3
2025-12-04 03:50:00,TANK_01,6.154,0.92,20.91,8.54
2025-12-04 04:00:00,TANK_01,6.166,0.909,20.76,8.24
2025-12-04 04:10:00,TANK_01,6.169,0.896,20.89,8.43
2025-12-04 04:20:00,TANK_01,6.172,0.902,20.71,8.47
2025-12-04 04:30:00,TANK_01,6.179,0.91,20.9,8.24
2025-12-04 04:40:00,TANK_01,6.155,0.913,20.94,8.29
2025-12-04 04:50:00,TANK_01,6.147,0.914,20.82,8.46
2025-12-04 05:00:00,TANK_01,6.135,0.909,20.57,8.48
2025-12-04 05:10:00,TANK_01,6.142,0.899,20.49,8.47
2025-12-04 05:20:00,TANK_01,6.14,0.89,20.48,8.5
2025-12-04 05:30:00,TANK_01,6.137,0.888,20.4,8.52
2025-12-04 05:40:00,TANK_01,6.131,0.89,20.47,8.41
2025-12-04 05:50:00,TANK_01,6.123,0.888,20.37,8.56
2025-12-04 06:00:00,TANK_01,6.115,0.895,20.51,8.5
2025-12-04 06:10:00,TANK_01,6.122,0.892,20.39,8.51
2025-12-04 06:20:00,TANK_01,6.106,0.888,20.16,8.32
2025-12-04 06:30:00,TANK_01,6.106,0.892,20.19,8.55
2025-12-04 06:40:00,TANK_01,6.112,0.892,20.19,8.56
2025-12-04 06:50:00,TANK_01,6.13,0.871,20.31,8.37
2025-12-04 07:00:00,TANK_01,6.139,0.881,20.15,8.46
2025-12-04 07:10:00,TANK_01,6.139,0.881,20.16,8.62
2025-12-04 07:20:00,TANK_01,6.124,0.876,20.24,8.46
2025-12-04 07:30:00,TANK_01,6.122,0.873,20.27,8.55
2025-12-04 07:40:00,TANK_01,6.109,0.861,20.09,8.5
2025-12-04 07:50:00,TANK_01,6.119,0.859,20.29,8.66
2025-12-04 08:00:00,TANK_01,6.111,0.861,20.26,8.51
2025-12-04 08:10:00,TANK_01,6.115,0.856,20.07,8.54
2025-12-04 08:20:00,TANK_01,6.125,0.845,20.12,8.69
2025-12-04 08:30:00,TANK_01,6.124,0.847,20.24,8.55
2025-12-04 08:40:00,TANK_01,6.123,0.844,20.33,8.38
2025-12-04 08:50:00,TANK_01,6.11,0.855,20.31,8.39
2025-12-04 09:00:00,TANK_01,6.12,0.859,20.16,8.52
2025-12-04 09:10:00,TANK_01,6.139,0.866,20.26,8.54
2025-12-04 09:20:00,TANK_01,6.134,0.863,20.2,8.42
2025-12-04 09:30:00,TANK_01,6.14,0.875,20.23,8.42
2025-12-04 09:40:00,TANK_01,6.133,0.891,20.19,8.38
2025-12-04 09:50:00,TANK_01,6.119,0.886,20.44,8.58
2025-12-04 10:00:00,TANK_01,6.126,0.879,20.42,8.44
2025-12-04 10:10:00,TANK_01,6.133,0.901,20.33,8.35
2025-12-04 10:20:00,TANK_01,6.154,0.899,20.37,8.31
2025-12-04 10:30:00,TANK_01,6.162,0.91,20.46,8.57
2025-12-04 10:40:00,TANK_01,6.159,0.924,20.57,8.61
2025-12-04 10:50:00,TANK_01,6.144,0.912,20.63,8.47
2025-12-04 11:00:00,TANK_01,6.136,0.913,20.68,8.53
2025-12-04 11:10:00,TANK_01,6.14,0.915,20.67,8.42
2025-12-04 11:20:00,TANK_01,6.161,0.911,20.67,8.41
2025-12-04 11:30:00,TANK_01,6.178,0.907,20.82,8.39
2025-12-04 11:40:00,TANK_01,6.175,0.886,20.76,8.57
2025-12-04 11:50:00,TANK_01,6.169,0.858,20.86,8.27
2025-12-04 12:00:00,TANK_01,6.153,0.853,20.72,8.51
2025-12-04 12:10:00,TANK_01,6.156,0.859,20.86,8.38
2025-12-04 12:20:00,TANK_01,6.151,0.862,20.73,8.4
2025-12-04 12:30:00,TANK_01,6.162,0.878,21.15,8.35
2025-12-04 12:40:00,TANK_01,6.146,0.88,20.88,8.29
2025-12-04 12:50:00,TANK_01,6.144,0.876,21.28,8.28
2025-12-04 13:00:00,TANK_01,6.132,0.871,21.15,8.44
2025-12-04 13:10:00,TANK_01,6.117,0.866,21.42,8.2
2025-12-04 13:20:00,TANK_01,6.122,0.866,21.33,8.13
2025-12-04 13:30:00,TANK_01,6.122,0.86,21.47,8.13
2025-12-04 13:40:00,TANK_01,6.128,0.866,21.68,8.19
2025-12-04 13:50:00,TANK_01,6.121,0.875,21.45,8.19
2025-12-04 14:00:00,TANK_01,6.119,0.863,21.81,8.31
2025-12-04 14:10:00,TANK_01,6.097,0.841,21.63,8.3
2025-12-04 14:20:00,TANK_01,6.105,0.855,21.81,8.11
2025-12-04 14:30:00,TANK_01,6.109,0.843,21.74,8.07
2025-12-04 14:40:00,TANK_01,6.101,0.836,21.84,8.38
2025-12-04 14:50:00,TANK_01,6.102,0.839,22.0,8.34
2025-12-04 15:00:00,TANK_01,6.093,0.846,21.94,8.18
2025-12-04 15:10:00,TANK_01,6.099,0.833,22.06,8.17
2025-12-04 15:20:00,TANK_01,6.104,0.83,22.51,8.28
2025-12-04 15:30:00,TANK_01,6.083,0.831,22.3,8.16
2025-12-04 15:40:00,TANK_01,6.097,0.802,22.17,8.3
2025-12-04 15:50:00,TANK_01,6.11,0.824,22.55,7.96
2025-12-04 16:00:00,TANK_01,6.121,0.821,22.44,8.11
2025-12-04 16:10:00,TANK_01,6.117,0.816,22.56,8.03
2025-12-04 16:20:00,TANK_01,6.119,0.82,22.46,8.07
2025-12-04 16:30:00,TANK_01,6.131,0.803,22.5,7.96
2025-12-04 16:40:00,TANK_01,6.134,0.83,22.48,8.22
2025-12-04 16:50:00,TANK_01,6.149,0.808,22.52,8.09
2025-12-04 17:00:00,TANK_01,6.139,0.81,22.89,8.09
2025-12-04 17:10:00,TANK_01,6.138,0.816,22.82,7.92
2025-12-04 17:20:00,TANK_01,6.132,0.82,22.81,8.07
2025-12-04 17:30:00,TANK_01,6.142,0.795,23.04,7.81
2025-12-04 17:40:00,TANK_01,6.142,0.797,22.88,8.05
2025-12-04 17:50:00,TANK_01,6.137,0.789,22.92,8.04
2025-12-04 18:00:00,TANK_01,6.131,0.792,22.86,7.97
2025-12-04 18:10:00,TANK_01,6.129,0.796,22.96,8.05
2025-12-04 18:20:00,TANK_01,6.146,0.791,23.18,7.84
2025-12-04 18:30:00,TANK_01,6.152,0.788,23.31,7.9
2025-12-04 18:40:00,TANK_01,6.144,0.798,23.13,7.99
2025-12-04 18:50:00,TANK_01,6.121,0.802,23.08,8.0
2025-12-04 19:00:00,TANK_01,6.113,0.814,23.11,7.96
2025-12-04 19:10:00,TANK_01,6.098,0.812,22.63,8.14
2025-12-04 19:20:00,TANK_01,6.101,0.805,23.11,8.13
2025-12-04 19:30:00,TANK_01,6.102,0.804,23.37,7.98
2025-12-04 19:40:00,TANK_01,6.111,0.8,23.1,8.07
2025-12-04 19:50:00,TANK_01,6.111,0.803,23.14,7.98
2025-12-04 20:00:00,TANK_01,6.11,0.789,23.31,7.89
2025-12-04 20:10:00,TANK_01,6.098,0.789,23.07,8.11
2025-12-04 20:20:00,TANK_01,6.105,0.782,23.03,8.06
2025-12-04 20:30:00,TANK_01,6.098,0.768,22.93,8.08
2025-12-04 20:40:00,TANK_01,6.082,0.756,23.2,8.05
2025-12-04 20:50:00,TANK_01,6.071,0.749,23.22,7.99
2025-12-04 21:00:00,TANK_01,6.066,0.749,23.13,7.87
2025-12-04 21:10:00,TANK_01,6.056,0.76,23.27,8.04
2025-12-04 21:20:00,TANK_01,6.055,0.752,23.04,8.1
2025-12-04 21:30:00,TANK_01,6.067,0.751,23.06,7.85
2025-12-04 21:40:00,TANK_01,6.066,0.765,22.96,8.06
2025-12-04 21:50:00,TANK_01,6.076,0.773,22.96,7.96
2025-12-04 22:00:00,TANK_01,6.054,0.761,22.87,8.1
2025-12-04 22:10:00,TANK_01,6.056,0.771,22.72,7.88
2025-12-04 22:20:00,TANK_01,6.063,0.788,22.85,7.98
2025-12-04 22:30:00,TANK_01,6.072,0.802,22.64,8.03
2025-12-04 22:40:00,TANK_01,6.082,0.804,22.64,8.04
2025-12-04 22:50:00,TANK_01,6.073,0.788,22.73,7.93
2025-12-04 23:00:00,TANK_01,6.072,0.778,22.69,8.02
2025-12-04 23:10:00,TANK_01,6.07,0.762,22.61,8.03
2025-12-04 23:20:00,TANK_01,6.062,0.766,22.64,8.23
2025-12-04 23:30:00,TANK_01,6.064,0.767,22.36,8.05
2025-12-04 23:40:00,TANK_01,6.075,0.762,22.63,7.95
2025-12-04 23:50:00,TANK_01,6.074,0.759,22.28,8.1
2025-12-05 00:00:00,TANK_01,6.072,0.76,22.29,8.23
2025-12-05 00:10:00,TANK_01,6.098,0.767,22.28,8.04
2025-12-05 00:20:00,TANK_01,6.093,0.75,22.23,8.0
2025-12-05 00:30:00,TANK_01,6.1,0.742,22.15,8.21
2025-12-05 00:40:00,TANK_01,6.081,0.734,22.08,8.21
2025-12-05 00:50:00,TANK_01,6.09,0.73,21.96,8.36
2025-12-05 01:00:00,TANK_01,6.092,0.738,21.87,8.06
2025-12-05 01:10:00,TANK_01,6.098,0.743,21.94,8.1
2025-12-05 01:20:00,TANK_01,6.091,0.721,21.83,8.29
2025-12-05 01:30:00,TANK_01,6.085,0.716,21.66,8.4
2025-12-05 01:40:00,TANK_01,6.094,0.727,21.6,8.21
2025-12-05 01:50:00,TANK_01,6.106,0.71,21.61,8.12
2025-12-05 02:00:00,TANK_01,6.114,0.715,21.37,8.31
2025-12-05 02:10:00,TANK_01,6.103,0.704,21.35,8.22
2025-12-05 02:20:00,TANK_01,6.114,0.725,21.33,8.3
2025-12-05 02:30:00,TANK_01,6.122,0.721,21.31,8.12
2025-12-05 02:40:00,TANK_01,6.115,0.705,20.96,8.46
2025-12-05 02:50:00,TANK_01,6.113,0.72,21.29,8.3
2025-12-05 03:00:00,TANK_01,6.109,0.712,20.75,8.35
2025-12-05 03:10:00,TANK_01,6.106,0.705,20.86,8.37
2025-12-05 03:20:00,TANK_01,6.103,0.706,20.79,8.58
2025-12-05 03:30:00,TANK_01,6.109,0.704,20.74,8.31
2025-12-05 03:40:00,TANK_01,6.117,0.699,20.78,8.43
2025-12-05 03:50:00,TANK_01,6.112,0.701,20.49,8.35
2025-12-05 04:00:00,TANK_01,6.093,0.697,20.59,8.6
2025-12-05 04:10:00,TANK_01,6.085,0.697,20.63,8.55
2025-12-05 04:20:00,TANK_01,6.09,0.704,20.74,8.24
2025-12-05 04:30:00,TANK_01,6.084,0.7,20.45,8.39
2025-12-05 04:40:00,TANK_01,6.095,0.693,20.33,8.52
2025-12-05 04:50:00,TANK_01,6.088,0.681,20.19,8.48
2025-12-05 05:00:00,TANK_01,6.098,0.688,20.35,8.48
2025-12-05 05:10:00,TANK_01,6.092,0.687,20.1,8.53
2025-12-05 05:20:00,TANK_01,6.102,0.67,20.36,8.26
2025-12-05 05:30:00,TANK_01,6.095,0.658,20.07,8.48
2025-12-05 05:40:00,TANK_01,6.107,0.647,20.0,8.46
2025-12-05 05:50:00,TANK_01,6.102,0.64,19.91,8.57
2025-12-05 06:00:00,TANK_01,6.1,0.649,20.18,8.34
2025-12-05 06:10:00,TANK_01,6.116,0.653,20.15,8.49
2025-12-05 06:20:00,TANK_01,6.122,0.657,20.12,8.45
2025-12-05 06:30:00,TANK_01,6.116,0.654,20.09,8.66
2025-12-05 06:40:00,TANK_01,6.105,0.658,19.9,8.52
2025-12-05 06:50:00,TANK_01,6.11,0.676,19.95,8.49
2025-12-05 07:00:00,TANK_01,6.104,0.681,19.89,8.66
2025-12-05 07:10:00,TANK_01,6.119,0.683,19.92,8.71
2025-12-05 07:20:00,TANK_01,6.132,0.673,19.66,8.46
2025-12-05 07:30:00,TANK_01,6.115,0.677,19.67,8.66
2025-12-05 07:40:00,TANK_01,6.107,0.686,19.88,8.57
2025-12-05 07:50:00,TANK_01,6.112,0.672,19.51,8.56
2025-12-05 08:00:00,TANK_01,6.117,0.659,19.87,8.61
2025-12-05 08:10:00,TANK_01,6.118,0.66,19.78,8.58
2025-12-05 08:20:00,TANK_01,6.105,0.67,19.84,8.61
2025-12-05 08:30:00,TANK_01,6.098,0.654,19.95,8.39
2025-12-05 08:40:00,TANK_01,6.094,0.652,19.84,8.59
2025-12-05 08:50:00,TANK_01,6.094,0.637,19.79,8.56
2025-12-05 09:00:00,TANK_01,6.099,0.639,19.97,8.61
2025-12-05 09:10:00,TANK_01,6.087,0.638,19.91,8.49
2025-12-05 09:20:00,TANK_01,6.102,0.632,19.72,8.4
2025-12-05 09:30:00,TANK_01,6.097,0.627,19.86,8.34
2025-12-05 09:40:00,TANK_01,6.097,0.637,19.85,8.61
2025-12-05 09:50:00,TANK_01,6.091,0.628,20.12,8.58
2025-12-05 10:00:00,TANK_01,6.1,0.651,19.99,8.53
2025-12-05 10:10:00,TANK_01,6.102,0.665,20.14,8.42
2025-12-05 10:20:00,TANK_01,6.095,0.669,20.13,8.56
2025-12-05 10:30:00,TANK_01,6.101,0.666,20.18,8.56
2025-12-05 10:40:00,TANK_01,6.092,0.654,20.18,8.46
2025-12-05 10:50:00,TANK_01,6.078,0.661,20.24,8.63
2025-12-05 11:00:00,TANK_01,6.078,0.661,20.06,8.66
2025-12-05 11:10:00,TANK_01,6.085,0.67,20.26,8.48
2025-12-05 11:20:00,TANK_01,6.089,0.662,20.24,8.68
2025-12-05 11:30:00,TANK_01,6.093,0.655,20.22,8.38
2025-12-05 11:40:00,TANK_01,6.096,0.645,20.31,8.46
2025-12-05 11:50:00,TANK_01,6.1,0.657,20.4,8.39
2025-12-05 12:00:00,TANK_01,6.104,0.652,20.66,8.37
2025-12-05 12:10:00,TANK_01,6.091,0.644,20.43,8.4
2025-12-05 12:20:00,TANK_01,6.096,0.644,20.66,8.29
2025-12-05 12:30:00,TANK_01,6.089,0.639,20.77,8.64
2025-12-05 12:40:00,TANK_01,6.083,0.648,20.67,8.31
2025-12-05 12:50:00,TANK_01,6.063,0.64,20.99,8.35
2025-12-05 13:00:00,TANK_01,6.076,0.634,21.06,8.29
2025-12-05 13:10:00,TANK_01,6.085,0.65,20.97,8.23
2025-12-05 13:20:00,TANK_01,6.103,0.641,21.0,8.32
2025-12-05 13:30:00,TANK_01,6.113,0.647,21.21,8.29
2025-12-05 13:40:00,TANK_01,6.111,0.654,21.4,8.16
2025-12-05 13:50:00,TANK_01,6.124,0.663,21.35,8.23
2025-12-05 14:00:00,TANK_01,6.125,0.667,21.26,8.43
2025-12-05 14:10:00,TANK_01,6.121,0.682,21.23,8.18
2025-12-05 14:20:00,TANK_01,6.102,0.689,21.37,8.21
2025-12-05 14:30:00,TANK_01,6.112,0.705,21.46,8.41
2025-12-05 14:40:00,TANK_01,6.118,0.705,21.47,8.14
2025-12-05 14:50:00,TANK_01,6.119,0.706,21.6,8.16
2025-12-05 15:00:00,TANK_01,6.106,0.709,21.83,8.28
2025-12-05 15:10:00,TANK_01,6.112,0.703,22.0,8.08
2025-12-05 15:20:00,TANK_01,6.119,0.699,21.74,8.16
2025-12-05 15:30:00,TANK_01,6.124,0.709,21.98,7.9
2025-12-05 15:40:00,TANK_01,6.132,0.687,22.24,8.16
2025-12-05 15:50:00,TANK_01,6.134,0.697,22.03,8.15
2025-12-05 16:00:00,TANK_01,6.131,0.698,22.14,8.18
2025-12-05 16:10:00,TANK_01,6.098,0.696,21.99,8.45
2025-12-05 16:20:00,TANK_01,6.106,0.705,22.3,8.19
2025-12-05 16:30:00,TANK_01,6.098,0.713,22.4,8.13
2025-12-05 16:40:00,TANK_01,6.106,0.723,22.35,8.01
2025-12-05 16:50:00,TANK_01,6.115,0.738,22.26,8.25
2025-12-05 17:00:00,TANK_01,6.118,0.744,22.55,7.98
2025-12-05 17:10:00,TANK_01,6.121,0.754,22.67,8.15
2025-12-05 17:20:00,TANK_01,6.112,0.755,22.51,8.1
2025-12-05 17:30:00,TANK_01,6.124,0.741,22.65,8.11
2025-12-05 17:40:00,TANK_01,6.115,0.752,22.55,8.09
2025-12-05 17:50:00,TANK_01,6.089,0.763,22.63,8.04
2025-12-05 18:00:00,TANK_01,6.105,0.743,22.8,8.15
2025-12-05 18:10:00,TANK_01,6.085,0.746,22.68,7.96
2025-12-05 18:20:00,TANK_01,6.073,0.752,22.9,7.91
2025-12-05 18:30:00,TANK_01,6.064,0.76,23.08,7.84
2025-12-05 18:40:00,TANK_01,6.049,0.749,22.68,8.18
2025-12-05 18:50:00,TANK_01,6.04,0.772,22.89,8.13
2025-12-05 19:00:00,TANK_01,6.047,0.761,22.68,8.16
2025-12-05 19:10:00,TANK_01,6.06,0.765,22.87,8.04
2025-12-05 19:20:00,TANK_01,6.063,0.751,22.89,8.03
2025-12-05 19:30:00,TANK_01,6.045,0.723,22.86,7.83
2025-12-05 19:40:00,TANK_01,6.021,0.705,22.92,8.02
2025-12-05 19:50:00,TANK_01,6.023,0.722,22.96,8.17
2025-12-05 20:00:00,TANK_01,6.025,0.733,23.1,8.19
2025-12-05 20:10:00,TANK_01,6.023,0.72,22.91,8.16
2025-12-05 20:20:00,TANK_01,6.04,0.721,22.94,8.18
2025-12-05 20:30:00,TANK_01,6.043,0.728,23.0,7.99
2025-12-05 20:40:00,TANK_01,6.034,0.753,22.8,7.93
2025-12-05 20:50:00,TANK_01,6.032,0.754,22.89,7.99
2025-12-05 21:00:00,TANK_01,6.038,0.772,22.8,8.05
2025-12-05 21:10:00,TANK_01,6.053,0.761,22.67,7.99
2025-12-05 21:20:00,TANK_01,6.052,0.77,22.59,8.01
2025-12-05 21:30:00,TANK_01,6.041,0.753,22.61,8.15
2025-12-05 21:40:00,TANK_01,6.043,0.754,22.82,8.08
2025-12-05 21:50:00,TANK_01,6.048,0.774,22.79,7.77
2025-12-05 22:00:00,TANK_01,6.054,0.783,22.74,7.99
2025-12-05 22:10:00,TANK_01,6.044,0.783,22.72,8.14
2025-12-05 22:20:00,TANK_01,6.025,0.787,22.76,8.13
2025-12-05 22:30:00,TANK_01,6.052,0.779,22.41,8.2
2025-12-05 22:40:00,TANK_01,6.069,0.768,22.52,8.12
2025-12-05 22:50:00,TANK_01,6.073,0.781,22.76,7.99
2025-12-05 23:00:00,TANK_01,6.071,0.765,22.51,7.98
2025-12-05 23:10:00,TANK_01,6.073,0.769,22.53,8.08
2025-12-05 23:20:00,TANK_01,6.068,0.762,22.44,8.07
2025-12-05 23:30:00,TANK_01,6.069,0.77,22.42,8.23
2025-12-05 23:40:00,TANK_01,6.055,0.758,22.25,8.2
2025-12-05 23:50:00,TANK_01,6.058,0.771,22.33,8.12
2025-12-06 00:00:00,TANK_01,6.061,0.782,22.19,8.05
2025-12-06 00:10:00,TANK_01,6.048,0.764,22.02,8.12
2025-12-06 00:20:00,TANK_01,6.041,0.747,21.95,8.04
2025-12-06 00:30:00,TANK_01,6.029,0.743,21.95,8.19
2025-12-06 00:40:00,TANK_01,6.037,0.742,21.77,8.19
2025-12-06 00:50:00,TANK_01,6.028,0.742,21.9,8.27
2025-12-06 01:00:00,TANK_01,6.036,0.745,21.72,8.24
2025-12-06 01:10:00,TANK_01,6.025,0.733,21.51,8.36
2025-12-06 01:20:00,TANK_01,6.019,0.739,21.41,8.26
2025-12-06 01:30:00,TANK_01,6.009,0.745,21.72,8.11
2025-12-06 01:40:00,TANK_01,6.012,0.736,21.5,8.43
2025-12-06 01:50:00,TANK_01,6.008,0.746,21.33,8.23
2025-12-06 02:00:00,TANK_01,6.004,0.757,21.33,8.29
2025-12-06 02:10:00,TANK_01,6.003,0.751,21.29,8.52
2025-12-06 02:20:00,TANK_01,6.002,0.74,21.18,8.38
2025-12-06 02:30:00,TANK_01,6.013,0.727,21.1,8.26
2025-12-06 02:40:00,TANK_01,6.028,0.735,20.98,8.24
2025-12-06 02:50:00,TANK_01,6.048,0.733,21.04,8.16
2025-12-06 03:00:00,TANK_01,6.05,0.741,20.6,8.46
2025-12-06 03:10:00,TANK_01,6.063,0.725,20.78,8.36
2025-12-06 03:20:00,TANK_01,6.058,0.719,20.62,8.35
2025-12-06 03:30:00,TANK_01,6.057,0.719,20.5,8.39
2025-12-06 03:40:00,TANK_01,6.059,0.731,20.75,8.4
2025-12-06 03:50:00,TANK_01,6.061,0.716,20.54,8.25
2025-12-06 04:00:00,TANK_01,6.057,0.703,20.38,8.48
2025-12-06 04:10:00,TANK_01,6.06,0.715,20.44,8.41
2025-12-06 04:20:00,TANK_01,6.067,0.698,20.56,8.22
2025-12-06 04:30:00,TANK_01,6.074,0.703,20.23,8.45
2025-12-06 04:40:00,TANK_01,6.059,0.703,20.31,8.42
2025-12-06 04:50:00,TANK_01,6.064,0.71,20.1,8.6
2025-12-06 05:00:00,TANK_01,6.069,0.71,20.23,8.52
2025-12-06 05:10:00,TANK_01,6.062,0.703,20.12,8.62
2025-12-06 05:20:00,TANK_01,6.064,0.698,20.05,8.41
2025-12-06 05:30:00,TANK_01,6.076,0.712,20.2,8.58
2025-12-06 05:40:00,TANK_01,6.07,0.71,19.91,8.59
2025-12-06 05:50:00,TANK_01,6.083,0.685,19.97,8.56
2025-12-06 06:00:00,TANK_01,6.086,0.691,19.78,8.66
2025-12-06 06:10:00,TANK_01,6.09,0.689,19.85,8.51
2025-12-06 06:20:00,TANK_01,6.091,0.694,19.67,8.56
2025-12-06 06:30:00,TANK_01,6.087,0.693,19.76,8.4
2025-12-06 06:40:00,TANK_01,6.091,0.704,19.68,8.6
2025-12-06 06:50:00,TANK_01,6.085,0.706,19.72,8.69
2025-12-06 07:00:00,TANK_01,6.08,0.711,19.64,8.54
2025-12-06 07:10:00,TANK_01,6.081,0.695,19.6,8.68
2025-12-06 07:20:00,TANK_01,6.074,0.681,19.52,8.62
2025-12-06 07:30:00,TANK_01,6.069,0.68,19.35,8.57
2025-12-06 07:40:00,TANK_01,6.061,0.687,19.78,8.63
2025-12-06 07:50:00,TANK_01,6.042,0.695,19.81,8.48
2025-12-06 08:00:00,TANK_01,6.044,0.698,19.62,8.61
2025-12-06 08:10:00,TANK_01,6.036,0.699,19.65,8.61
2025-12-06 08:20:00,TANK_01,6.055,0.687,19.82,8.57
2025-12-06 08:30:00,TANK_01,6.055,0.666,19.8,8.45
2025-12-06 08:40:00,TANK_01,6.046,0.662,19.66,8.51
2025-12-06 08:50:00,TANK_01,6.061,0.668,20.0,8.46
2025-12-06 09:00:00,TANK_01,6.053,0.687,19.57,8.63
2025-12-06 09:10:00,TANK_01,6.05,0.684,19.58,8.54
2025-12-06 09:20:00,TANK_01,6.07,0.685,19.95,8.48
2025-12-06 09:30:00,TANK_01,6.072,0.691,19.87,8.54
2025-12-06 09:40:00,TANK_01,6.074,0.702,19.87,8.38
2025-12-06 09:50:00,TANK_01,6.068,0.691,19.66,8.67
2025-12-06 10:00:00,TANK_01,6.079,0.683,19.85,8.75
2025-12-06 10:10:00,TANK_01,6.078,0.682,19.97,8.67
2025-12-06 10:20:00,TANK_01,6.084,0.692,19.85,8.64
2025-12-06 10:30:00,TANK_01,6.084,0.684,20.08,8.77
2025-12-06 10:40:00,TANK_01,6.087,0.694,20.02,8.38
2025-12-06 10:50:00,TANK_01,6.093,0.684,20.07,8.71
2025-12-06 11:00:00,TANK_01,6.075,0.687,20.21,8.53
2025-12-06 11:10:00,TANK_01,6.07,0.689,20.09,8.67
2025-12-06 11:20:00,TANK_01,6.073,0.702,20.22,8.58
2025-12-06 11:30:00,TANK_01,6.08,0.69,20.5,8.71
2025-12-06 11:40:00,TANK_01,6.092,0.677,20.27,8.27
2025-12-06 11:50:00,TANK_01,6.084,0.694,20.55,8.35
2025-12-06 12:00:00,TANK_01,6.072,0.688,20.62,8.48
2025-12-06 12:10:00,TANK_01,6.088,0.681,20.56,8.37
2025-12-06 12:20:00,TANK_01,6.087,0.678,20.58,8.49
2025-12-06 12:30:00,TANK_01,6.083,0.677,20.57,8.55
2025-12-06 12:40:00,TANK_01,6.101,0.696,20.84,8.39
